1, 0.0601409, 863, 312
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.96046e-08 5.96046e-08 1.78814e-07 2.38419e-07 2.38419e-07 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.13249e-06 1.19209e-06 1.3113e-06 2.14577e-06 2.20537e-06 2.26498e-06 2.68221e-06 2.68221e-06 2.92063e-06 3.15905e-06 3.69549e-06 3.8743e-06 3.8743e-06 3.8743e-06 3.93391e-06 3.99351e-06 4.23193e-06 4.94719e-06 5.54323e-06 5.78165e-06 6.3777e-06 7.21215e-06 7.92741e-06 8.04662e-06 9.2387e-06 1.04308e-05 1.04308e-05 1.04308e-05 1.04308e-05 1.06692e-05 1.07884e-05 1.15633e-05 1.2517e-05 1.50204e-05 1.7345e-05 1.88351e-05 1.90138e-05 2.19345e-05 2.43185e-05 2.81332e-05 2.85506e-05 3.37362e-05 3.39746e-05 3.74912e-05 3.92795e-05 4.08888e-05 4.08888e-05 4.08888e-05 4.29749e-05 4.49417e-05 4.96507e-05 5.05447e-05 5.6982e-05 6.03199e-05 6.169e-05 6.50879e-05 7.13468e-05 7.48632e-05 7.7187e-05 7.83205e-05 8.49365e-05 8.83937e-05 8.83937e-05 9.23257e-05 0.000100672 0.00010103 0.000105917 0.000111043 0.000115748 0.000126776 0.000129937 0.000130414 0.000137329 0.000175536 0.000193417 0.000210043 0.0002141 0.000217556 0.00022012 0.000245505 0.000283062 0.000288963 0.00028944 0.00029188 0.000348032 0.000379257 0.000413077 0.000419689 0.000486076 0.000496984 0.000502705 0.000547021 0.000585725 0.00062704 0.000733435 0.000733435 0.000738561 0.000808237 0.000918672 0.000921213 0.000945747 0.000954449 0.00106429 0.00112786 0.00119692 0.00120271 0.00121558 0.00125986 0.00126469 0.00126725 0.00126725 0.00127023 0.00127023 0.00127202 0.00127202 0.00128496 0.00129628 0.00132834 0.00132918 0.00135529 0.00141603 0.00153429 0.0015614 0.00164014 0.001661 0.001661 0.001661 0.00166175 0.00196545 0.00199503 0.00207472 0.00214052 0.00220182 0.0022641 0.00227624 0.00228631 0.00228631 0.00228953 0.00229072 0.00229107 0.00229107 0.00229874 0.00230344 0.00233674 0.00255767 0.00257093 0.00279851 0.00284067 0.00296396 0.00308168 0.00312971 0.00318186 0.00321293 0.00326395 0.00327748 0.00332735 0.0034588 0.00359394 0.00359471 0.00359471 0.00405188 0.00411343 0.00411343 0.00414173 0.00418695 0.00419248 0.00420868 0.00421077 0.00437578 0.00439566 0.00448334 0.0047681 0.00510377 0.00512067 0.00516695 0.00532711 0.00555678 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.0055865 0.00593339 0.00597375 0.00600246 0.00616342 0.0063943 0.00823517 0.00833529 0.00868666 0.00896933 0.00897557 0.00985837 0.0100654 0.0111405 0.011176 0.011176 0.01119 0.0118945 0.0119554 0.0120644 0.0122035 0.0122444 0.0125577 0.0126301 0.0127594 0.0129227 0.0130602 0.0135845 0.01385 0.0138926 0.0140595 0.0141331 0.0146804 0.0147138 0.0147952 0.0148005 0.0148516 0.0148824 0.0149842 0.0153689 0.0153949 0.0154988 0.0154988 0.0156804 0.0162349 0.016408 0.0171229 0.0174291 0.0183052 0.0183467 0.0187399 0.0193855 0.0198285 0.0204193 0.0206345 0.0213764 0.021858 0.0219255 0.0219255 0.0219255 0.0222694 0.0223653 0.0234659 0.0235081 0.0235961 0.0238582 0.0241428 0.0244123 0.0246492 0.0252731 0.0260971 0.0261671 0.0262818 0.0262818 0.0266389 0.0266566 0.0269809 0.0276828 0.0278906 0.0287447 0.0292651 0.0297598 0.0297629 0.0301048 0.0308238 0.0308436 0.0320921 0.0321315 0.0327198 0.0338863 0.0341872 0.0351947 0.0361619 0.0363529 0.0372469 0.0380557 0.0383345 0.0385236 0.039076 0.0428701 0.0434574 0.0436228 0.044336 0.0453272 0.0460175 0.0467818 0.0491705 0.0506212 0.0536719 0.053851 0.0561855 0.0583017 0.0596714 0.0598963 0.0611741 0.0627673 0.0631765 0.0645216 0.0649729 0.0649781 0.0659518 0.0665911 0.0674883 0.0679771 0.0682428 0.0682428 0.06831 0.069135 0.0700317 0.0711648 0.0717186 0.0720702 0.0720702 0.0737644 0.0737644 0.0737644 0.0739763 0.0739961 0.0751304 0.0753029 0.0761758 0.0765753 0.0780745 0.0799041 0.0800807 0.0803244 0.0811717 0.0822267 0.0824179 0.0862806 0.0868364 0.0880625 0.0889263 0.0892006 0.0901893 0.0907687 0.0912697 0.0912703 0.0912774 0.0912776 0.091463 0.091583 0.0916346 0.092124 0.0927791 0.0928648 0.0941997 0.094241 0.0942873 0.0946912 0.0959844 0.0969963 0.0977073 0.0980192 0.0982962 0.0992427 0.100216 0.101304 0.102049 0.102051 0.103708 0.103904 0.104298 0.104299 0.104301 0.104462 0.105868 0.106289 0.106637 0.1074 0.107546 0.10838 0.109962 0.110662 0.11177 0.112057 0.117149 0.117456 0.118683 0.119052 0.119186 0.119277 0.119534 0.120218 0.120619 0.121201 0.121291 0.121354 0.121604 0.121604 0.121884 0.123031 0.123031 0.123034 0.123267 0.123309 0.123309 0.124012 0.124236 0.125558 0.125779 0.125779 0.125852 0.125932 0.126452 0.127103 0.127879 0.130106 0.130171 0.131044 0.131723 0.134833 0.13505 0.135356 0.136101 0.136952 0.137016 0.13739 0.137659 0.139833 0.140335 0.14532 0.145768 0.146285 0.147815 0.148802 0.150971 0.151593 0.15237 0.152664 0.152701 0.152745 0.152839 0.153933 0.155873 0.156101 0.157332 0.159101 0.162037 0.162254 0.164349 0.164566 0.166253 0.169962 0.170178 0.170179 0.170198 0.170262 0.170395 0.170502 0.170814 0.170814 0.171058 0.171941 0.174209 0.174209 0.174217 0.175792 0.1758 0.176475 0.176526 0.176868 0.176878 0.178665 0.179396 0.179396 0.180849 0.192486 0.193099 0.193359 0.198176 0.198797 0.19985 0.200448 0.202392 0.202392 0.202717 0.210536 0.211054 0.213724 0.218702 0.219347 0.219513 0.220251 0.220281 0.221181 0.221255 0.227262 0.228184 0.229864 0.229906 0.230848 0.232054 0.232226 0.237298 0.238971 0.241784 0.242419 0.2428 0.243823 0.24475 0.246506 0.246543 0.24768 0.247692 0.249211 0.249551 0.250724 0.254054 0.254207 0.254366 0.255892 0.256116 0.256116 0.256892 0.258851 0.260457 0.260493 0.261257 0.268121 0.270372 0.273884 0.275993 0.277259 0.27836 0.278994 0.281161 0.281554 0.282803 0.285924 0.286099 0.287025 0.292289 0.294322 0.294452 0.295771 0.296449 0.29783 0.298335 0.301419 0.305199 0.308953 0.30904 0.309519 0.309956 0.317766 0.317779 0.318013 0.321879 0.322793 0.323032 0.323278 0.324886 0.324949 0.325464 0.328288 0.329727 0.330682 0.330684 0.331397 0.335888 0.335984 0.336052 0.336238 0.339701 0.340245 0.342762 0.345099 0.345967 0.348401 0.348524 0.349411 0.35113 0.351254 0.351351 0.351549 0.353424 0.353887 0.355321 0.356737 0.359012 0.359152 0.359525 0.361328 0.363758 0.364719 0.372565 0.374193 0.377084 0.378842 0.380807 0.384138 0.385147 0.385893 0.385921 0.389058 0.389799 0.390353 0.390724 0.395047 0.397693 0.397693 0.397693 0.397693 0.397918 0.401952 0.402023 0.402233 0.402979 0.406615 0.407443 0.408939 0.409007 0.410352 0.412159 0.416548 0.416773 0.417547 0.418334 0.419511 0.421048 0.422171 0.423329 0.423841 0.42886 0.430567 0.43094 0.433615 0.434686 0.434784 0.434843 0.435161 0.438774 0.444664 0.444843 0.445705 0.445811 0.446048 0.446129 0.446129 0.446979 0.448919 0.454009 0.458731 0.459862 0.462342 0.463533 0.464818 0.464971 0.464971 0.466095 0.469115 0.480485 0.481333 0.481542 0.482143 0.48354 0.485571 0.485935 0.486161 0.487656 0.488094 0.488094 0.489167 0.490265 0.4928 0.495965 0.496712 0.500752 0.502886 0.504572 0.513151 0.513151 0.513914 0.521389 0.522005 0.522299 0.523544 0.526336 0.533215 0.535556 0.542492 0.543616 0.54568 0.54596 0.549406 0.551208 0.55126 0.551403 0.553842 0.557332 0.55903 0.561732 0.563921 0.567862 0.567951 0.568924 0.569686 0.570067 0.575161 0.576 0.577431 0.577771 0.577824 0.585728 0.589563 0.592904 0.598515 0.599712 0.600741 0.600917 0.601504 0.604089 0.607243 0.607958 0.609493 0.613596 0.61444 0.615795 0.616607 0.617802 0.620232 0.62653 0.627167 0.628429 0.631655 0.633644 0.639107 0.639388 0.644133 0.646746 0.652884 0.653279 0.655542 0.65568 0.656481 0.659197 0.660011 0.663859 0.66783 0.668632 0.671299 0.672026 0.672611 0.675972 0.676186 0.680336 0.680617 0.68099 0.683493 0.685926 0.689093 0.690301 0.693235 0.700943 0.703428 0.703662 0.706424 0.706569 0.708654 0.710689 0.711316 0.712395 0.71257 0.712761 0.723552 0.726831 0.729203 0.729679 0.735674 0.736855 0.73863 0.742618 0.743529 0.744822 0.746438 0.751144 0.752088 0.756321 0.758233 0.760869 0.762785 0.767726 0.768089 0.769629 0.775821 0.777929 0.785258 0.791089 0.792551 0.795373 0.799877 0.800917 0.801235 0.805134 0.808323 0.809156 0.812544 0.813128 0.815687 0.821197 0.821881 0.823354 0.825043 0.82795 0.829404 0.830146 0.833758 0.83495 0.836895 0.84214 0.85162 0.854564 0.86234 0.863076 0.867392 0.869552 0.869669 0.871377 0.873612 0.874259 0.880678 0.883503 0.884443 0.884786 0.884833 0.889183 0.895755 0.897044 0.897578 0.898016 0.899794 0.902763 0.903964 0.906027 0.911404 0.912492 0.917237 0.931143 0.932701 0.934134 0.934285 0.936519 0.93966 0.943042 0.943275 0.946768 0.949631 0.951376 0.959275 0.961907 0.962382 0.970766 0.974289 0.975397 0.977761 0.978673 0.978717 0.982093 0.982429 0.983034 0.984742 0.985601 0.986202 0.986387 0.986998 0.987063 0.98749 0.987548 0.987664 0.988238 0.98836 0.988397 0.988613 0.989082 0.989106 0.989661 0.98979 0.990089 0.990764 0.991025 0.9912 0.991413 0.991574 0.991623 0.991986 0.992309 0.992545 0.993297 0.993845 0.993966 0.9943 0.994858 0.995264 0.995737 0.996524 0.997351 0.99819 0.998215 0.998762 0.99881 0.998951 0.999029 0.999048 0.999222 0.999383 0.999445 0.999504 0.999507 0.999708 0.999772 0.999858 0.999859 0.999944 0.999954 0.999983 0.999999 0.999999 1 1 1 1 1 1 1 1 1 1 
1, 0.0601409, 863, 314
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.96046e-08 5.96046e-08 1.78814e-07 2.38419e-07 2.38419e-07 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.07288e-06 1.13249e-06 1.19209e-06 1.3113e-06 2.14577e-06 2.20537e-06 2.26498e-06 2.68221e-06 2.68221e-06 2.92063e-06 3.15905e-06 3.69549e-06 3.8743e-06 3.8743e-06 3.8743e-06 3.93391e-06 3.99351e-06 4.23193e-06 4.94719e-06 5.54323e-06 5.78165e-06 6.3777e-06 7.21215e-06 7.92741e-06 8.04662e-06 9.2387e-06 1.04308e-05 1.04308e-05 1.04308e-05 1.04308e-05 1.06692e-05 1.07884e-05 1.15633e-05 1.2517e-05 1.50204e-05 1.7345e-05 1.88351e-05 1.90138e-05 2.19345e-05 2.43185e-05 2.81332e-05 2.85506e-05 3.37362e-05 3.39746e-05 3.74912e-05 3.92795e-05 4.08888e-05 4.08888e-05 4.08888e-05 4.29749e-05 4.49417e-05 4.96507e-05 5.05447e-05 5.6982e-05 6.03199e-05 6.169e-05 6.50879e-05 7.13468e-05 7.48632e-05 7.7187e-05 7.83205e-05 8.49365e-05 8.83937e-05 8.83937e-05 9.23257e-05 0.000100672 0.00010103 0.000105917 0.000111043 0.000115748 0.000126776 0.000129937 0.000130414 0.000137329 0.000175536 0.000193417 0.000210043 0.0002141 0.000217556 0.00022012 0.000245505 0.000283062 0.000288963 0.00028944 0.00029188 0.000348032 0.000379257 0.000413077 0.000419689 0.000486076 0.000496984 0.000502705 0.000547021 0.000585725 0.00062704 0.000733435 0.000733435 0.000738561 0.000808237 0.000918672 0.000921213 0.000945747 0.000954449 0.00106429 0.00112786 0.00119692 0.00120271 0.00121558 0.00125986 0.00126469 0.00126725 0.00126725 0.00127023 0.00127023 0.00127202 0.00127202 0.00128496 0.00129628 0.00132834 0.00132918 0.00135529 0.00141603 0.00153429 0.0015614 0.00164014 0.001661 0.001661 0.001661 0.00166175 0.00196545 0.00199503 0.00207472 0.00214052 0.00220182 0.0022641 0.00227624 0.00228631 0.00228631 0.00228953 0.00229072 0.00229107 0.00229107 0.00229874 0.00230344 0.00233674 0.00255767 0.00257093 0.00279851 0.00284067 0.00296396 0.00308168 0.00312971 0.00318186 0.00321293 0.00326395 0.00327748 0.00332735 0.0034588 0.00359394 0.00359471 0.00359471 0.00405188 0.00411343 0.00411343 0.00414173 0.00418695 0.00419248 0.00420868 0.00421077 0.00437578 0.00439566 0.00448334 0.0047681 0.00510377 0.00512067 0.00516695 0.00532711 0.00555678 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.00558585 0.0055865 0.00593339 0.00597375 0.00600246 0.00616342 0.0063943 0.00823517 0.00833529 0.00868666 0.00896933 0.00897557 0.00985837 0.0100654 0.0111405 0.011176 0.011176 0.01119 0.0118945 0.0119554 0.0120644 0.0122035 0.0122444 0.0125577 0.0126301 0.0127594 0.0129227 0.0130602 0.0135845 0.01385 0.0138926 0.0140595 0.0141331 0.0146804 0.0147138 0.0147952 0.0148005 0.0148516 0.0148824 0.0149842 0.0153689 0.0153949 0.0154988 0.0154988 0.0156804 0.0162349 0.016408 0.0171229 0.0174291 0.0183052 0.0183467 0.0187399 0.0193855 0.0198285 0.0204193 0.0206345 0.0213764 0.021858 0.0219255 0.0219255 0.0219255 0.0222694 0.0223653 0.0234659 0.0235081 0.0235961 0.0238582 0.0241428 0.0244123 0.0246492 0.0252731 0.0260971 0.0261671 0.0262818 0.0262818 0.0266389 0.0266566 0.0269809 0.0276828 0.0278906 0.0287447 0.0292651 0.0297598 0.0297629 0.0301048 0.0308238 0.0308436 0.0320921 0.0321315 0.0327198 0.0338863 0.0341872 0.0351947 0.0361619 0.0363529 0.0372469 0.0380557 0.0383345 0.0385236 0.039076 0.0428701 0.0434574 0.0436228 0.044336 0.0453272 0.0460175 0.0467818 0.0491705 0.0506212 0.0536719 0.053851 0.0561855 0.0583017 0.0596714 0.0598963 0.0611741 0.0627673 0.0631765 0.0645216 0.0649729 0.0649781 0.0659518 0.0665911 0.0674883 0.0679771 0.0682428 0.0682428 0.06831 0.069135 0.0700317 0.0711648 0.0717186 0.0720702 0.0720702 0.0737644 0.0737644 0.0737644 0.0739763 0.0739961 0.0751304 0.0753029 0.0761758 0.0765753 0.0780745 0.0799041 0.0800807 0.0803244 0.0811717 0.0822267 0.0824179 0.0862806 0.0868364 0.0880625 0.0889263 0.0892006 0.0901893 0.0907687 0.0912697 0.0912703 0.0912774 0.0912776 0.091463 0.091583 0.0916346 0.092124 0.0927791 0.0928648 0.0941997 0.094241 0.0942873 0.0946912 0.0959844 0.0969963 0.0977073 0.0980192 0.0982962 0.0992427 0.100216 0.101304 0.102049 0.102051 0.103708 0.103904 0.104298 0.104299 0.104301 0.104462 0.105868 0.106289 0.106637 0.1074 0.107546 0.10838 0.109962 0.110662 0.11177 0.112057 0.117149 0.117456 0.118683 0.119052 0.119186 0.119277 0.119534 0.120218 0.120619 0.121201 0.121291 0.121354 0.121604 0.121604 0.121884 0.123031 0.123031 0.123034 0.123267 0.123309 0.123309 0.124012 0.124236 0.125558 0.125779 0.125779 0.125852 0.125932 0.126452 0.127103 0.127879 0.130106 0.130171 0.131044 0.131723 0.134833 0.13505 0.135356 0.136101 0.136952 0.137016 0.13739 0.137659 0.139833 0.140335 0.14532 0.145768 0.146285 0.147815 0.148802 0.150971 0.151593 0.15237 0.152664 0.152701 0.152745 0.152839 0.153933 0.155873 0.156101 0.157332 0.159101 0.162037 0.162254 0.164349 0.164566 0.166253 0.169962 0.170178 0.170179 0.170198 0.170262 0.170395 0.170502 0.170814 0.170814 0.171058 0.171941 0.174209 0.174209 0.174217 0.175792 0.1758 0.176475 0.176526 0.176868 0.176878 0.178665 0.179396 0.179396 0.180849 0.192486 0.193099 0.193359 0.198176 0.198797 0.19985 0.200448 0.202392 0.202392 0.202717 0.210536 0.211054 0.213724 0.218702 0.219347 0.219513 0.220251 0.220281 0.221181 0.221255 0.227262 0.228184 0.229864 0.229906 0.230848 0.232054 0.232226 0.237298 0.238971 0.241784 0.242419 0.2428 0.243823 0.24475 0.246506 0.246543 0.24768 0.247692 0.249211 0.249551 0.250724 0.254054 0.254207 0.254366 0.255892 0.256116 0.256116 0.256892 0.258851 0.260457 0.260493 0.261257 0.268121 0.270372 0.273884 0.275993 0.277259 0.27836 0.278994 0.281161 0.281554 0.282803 0.285924 0.286099 0.287025 0.292289 0.294322 0.294452 0.295771 0.296449 0.29783 0.298335 0.301419 0.305199 0.308953 0.30904 0.309519 0.309956 0.317766 0.317779 0.318013 0.321879 0.322793 0.323032 0.323278 0.324886 0.324949 0.325464 0.328288 0.329727 0.330682 0.330684 0.331397 0.335888 0.335984 0.336052 0.336238 0.339701 0.340245 0.342762 0.345099 0.345967 0.348401 0.348524 0.349411 0.35113 0.351254 0.351351 0.351549 0.353424 0.353887 0.355321 0.356737 0.359012 0.359152 0.359525 0.361328 0.363758 0.364719 0.372565 0.374193 0.377084 0.378842 0.380807 0.384138 0.385147 0.385893 0.385921 0.389058 0.389799 0.390353 0.390724 0.395047 0.397693 0.397693 0.397693 0.397693 0.397918 0.401952 0.402023 0.402233 0.402979 0.406615 0.407443 0.408939 0.409007 0.410352 0.412159 0.416548 0.416773 0.417547 0.418334 0.419511 0.421048 0.422171 0.423329 0.423841 0.42886 0.430567 0.43094 0.433615 0.434686 0.434784 0.434843 0.435161 0.438774 0.444664 0.444843 0.445705 0.445811 0.446048 0.446129 0.446129 0.446979 0.448919 0.454009 0.458731 0.459862 0.462342 0.463533 0.464818 0.464971 0.464971 0.466095 0.469115 0.480485 0.481333 0.481542 0.482143 0.48354 0.485571 0.485935 0.486161 0.487656 0.488094 0.488094 0.489167 0.490265 0.4928 0.495965 0.496712 0.500752 0.502886 0.504572 0.513151 0.513151 0.513914 0.521389 0.522005 0.522299 0.523544 0.526336 0.533215 0.535556 0.542492 0.543616 0.54568 0.54596 0.549406 0.551208 0.55126 0.551403 0.553842 0.557332 0.55903 0.561732 0.563921 0.567862 0.567951 0.568924 0.569686 0.570067 0.575161 0.576 0.577431 0.577771 0.577824 0.585728 0.589563 0.592904 0.598515 0.599712 0.600741 0.600917 0.601504 0.604089 0.607243 0.607958 0.609493 0.613596 0.61444 0.615795 0.616607 0.617802 0.620232 0.62653 0.627167 0.628429 0.631655 0.633644 0.639107 0.639388 0.644133 0.646746 0.652884 0.653279 0.655542 0.65568 0.656481 0.659197 0.660011 0.663859 0.66783 0.668632 0.671299 0.672026 0.672611 0.675972 0.676186 0.680336 0.680617 0.68099 0.683493 0.685926 0.689093 0.690301 0.693235 0.700943 0.703428 0.703662 0.706424 0.706569 0.708654 0.710689 0.711316 0.712395 0.71257 0.712761 0.723552 0.726831 0.729203 0.729679 0.735674 0.736855 0.73863 0.742618 0.743529 0.744822 0.746438 0.751144 0.752088 0.756321 0.758233 0.760869 0.762785 0.767726 0.768089 0.769629 0.775821 0.777929 0.785258 0.791089 0.792551 0.795373 0.799877 0.800917 0.801235 0.805134 0.808323 0.809156 0.812544 0.813128 0.815687 0.821197 0.821881 0.823354 0.825043 0.82795 0.829404 0.830146 0.833758 0.83495 0.836895 0.84214 0.85162 0.854564 0.86234 0.863076 0.867392 0.869552 0.869669 0.871377 0.873612 0.874259 0.880678 0.883503 0.884443 0.884786 0.884833 0.889183 0.895755 0.897044 0.897578 0.898016 0.899794 0.902763 0.903964 0.906027 0.911404 0.912492 0.917237 0.931143 0.932701 0.934134 0.934285 0.936519 0.93966 0.943042 0.943275 0.946768 0.949631 0.951376 0.959275 0.961907 0.962382 0.970766 0.974289 0.975397 0.977761 0.978673 0.978717 0.982093 0.982429 0.983034 0.984742 0.985601 0.986202 0.986387 0.986998 0.987063 0.98749 0.987548 0.987664 0.988238 0.98836 0.988397 0.988613 0.989082 0.989106 0.989661 0.98979 0.990089 0.990764 0.991025 0.9912 0.991413 0.991574 0.991623 0.991986 0.992309 0.992545 0.993297 0.993845 0.993966 0.9943 0.994858 0.995264 0.995737 0.996524 0.997351 0.99819 0.998215 0.998762 0.99881 0.998951 0.999029 0.999048 0.999222 0.999383 0.999445 0.999504 0.999507 0.999708 0.999772 0.999858 0.999859 0.999944 0.999954 0.999983 0.999999 0.999999 1 1 1 1 1 1 1 1 1 1 
1, 0.0601409, 863, 308
