effectiveness, elapsed_time
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 15
0.0215482, 15
0.0215482, 15
0.0215482, 15
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
0.0215482, 16
