0.0041013, 39, 1207
0 0 0 0 0 0 5.96046e-08 1.78814e-07 1.78814e-07 1.78814e-07 1.3113e-06 2.26498e-06 3.03984e-06 3.39746e-06 6.13928e-06 7.56979e-06 8.04661e-06 8.40425e-06 1.37687e-05 1.39475e-05 1.40071e-05 1.58548e-05 1.95503e-05 2.57491e-05 2.57491e-05 2.64645e-05 2.86102e-05 3.38554e-05 4.69089e-05 5.69217e-05 6.86645e-05 7.09293e-05 8.60678e-05 8.83919e-05 0.000106987 0.000112887 0.000112888 0.000113368 0.000113543 0.000114739 0.000120521 0.000120938 0.000124032 0.000134524 0.00013506 0.000141382 0.000143642 0.000148113 0.000153124 0.000186614 0.000186614 0.000196394 0.000202403 0.000206947 0.000228226 0.000256121 0.000258446 0.00026176 0.000303297 0.000305295 0.000329753 0.000399589 0.0004003 0.000412762 0.000428202 0.000435754 0.000450712 0.000472784 0.000511646 0.000541747 0.000571728 0.000575125 0.000646544 0.00065124 0.000675071 0.000701776 0.000739152 0.000742652 0.000746127 0.000823736 0.000837643 0.00089446 0.00103739 0.00107271 0.00117632 0.00122167 0.00143966 0.00145639 0.00156628 0.00159381 0.00163556 0.00170519 0.00198529 0.00215072 0.00240321 0.00246379 0.00264176 0.00265597 0.00273593 0.0029269 0.0029872 0.00659146 0.00701195 0.00800997 0.00800997 0.00800997 0.00803585 0.00840513 0.00966097 0.00980747 0.00980747 0.00980747 0.00981024 0.00983597 0.010113 0.0101853 0.0102645 0.0103557 0.0107327 0.010949 0.0115578 0.0118974 0.0119063 0.0126779 0.0142668 0.0149724 0.0152364 0.01527 0.016308 0.0163227 0.016338 0.0173853 0.019519 0.01952 0.0195541 0.0195783 0.0196342 0.0197384 0.0197544 0.020096 0.0213879 0.0228672 0.0234353 0.0248622 0.0251212 0.025426 0.0254277 0.025457 0.0260518 0.0273804 0.0287966 0.0295785 0.0302699 0.0331311 0.0341665 0.03704 0.0374475 0.0380925 0.0386541 0.0386962 0.0387051 0.0387771 0.0390897 0.0394193 0.03962 0.0396602 0.0400194 0.0444275 0.0450258 0.0459319 0.0469066 0.0482272 0.0484098 0.0488377 0.0493793 0.0498068 0.0503757 0.0510944 0.051926 0.0519392 0.0522074 0.0547243 0.057993 0.0580177 0.0589128 0.0597821 0.060677 0.0620428 0.0624929 0.0625334 0.0627577 0.0627624 0.06282 0.0628207 0.0628862 0.0632303 0.06332 0.0633677 0.0633717 0.0634528 0.0635045 0.0636505 0.0637927 0.0638344 0.0638771 0.0639618 0.0640071 0.0640819 0.0641391 0.0641574 0.0642568 0.0644182 0.0645372 0.0646306 0.0653397 0.065358 0.0660265 0.0664917 0.067159 0.067542 0.0723116 0.0723517 0.0731143 0.0766106 0.0797897 0.0818042 0.08191 0.0820687 0.084884 0.0872557 0.0938609 0.0965594 0.0970044 0.0978262 0.0978762 0.099057 0.0994406 0.0997637 0.102317 0.102814 0.103866 0.108495 0.108962 0.109484 0.109501 0.110448 0.110601 0.115447 0.118157 0.12156 0.122594 0.122739 0.123508 0.124131 0.124161 0.125337 0.125422 0.125937 0.129996 0.130413 0.130829 0.131167 0.133544 0.135077 0.140372 0.141098 0.14319 0.143654 0.152594 0.155064 0.155964 0.15772 0.159101 0.177982 0.186618 0.186618 0.186618 0.186832 0.193134 0.19493 0.218092 0.228976 0.233777 0.24371 0.330673 0.339099 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064 0.486064
