effectiveness, elapsed_time
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 15
0.0315027, 13
0.0315027, 15
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 15
0.0315027, 15
0.0315027, 14
0.0315027, 15
0.0315027, 14
0.0315027, 15
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 15
0.0315027, 15
0.0315027, 14
0.0315027, 14
0.0315027, 14
0.0315027, 15
0.0315027, 14
0.0315027, 14
0.0315027, 15
0.0315027, 14
