effectiveness, elapsed_time
0.0310321, 116
0.0310687, 139
0.0311854, 125
0.0312913, 134
0.0310578, 117
0.0316139, 148
0.0311405, 122
0.0311256, 104
0.031369, 129
0.0310657, 112
0.0310872, 150
0.0311872, 124
0.0310975, 123
0.0312668, 157
0.031431, 106
0.0310745, 120
0.0313543, 139
0.0322668, 130
0.0324413, 174
0.0311505, 120
0.0313623, 131
0.0311224, 111
0.0313211, 125
0.0310853, 121
0.031171, 109
0.0313233, 115
0.0311437, 126
0.0310932, 114
0.0324181, 137
0.0310258, 148
