id,created_at,news
1535736156700168194,2022-06-11 21:30:07+00:00,"William Shatner — the 90-year-old actor, author, and, more recently, the oldest person ever to travel to space — is showing no signs of slowing down https://t.co/R2B0UKi3c1"
1535721308683640833,2022-06-11 20:31:06+00:00,Shaun Pinner was sentenced to death on Thursday alongside compatriot Aiden Aslin and Moroccan national Brahim Saadoune. https://t.co/xdVEEpsH7g
1535706204726517760,2022-06-11 19:31:05+00:00,Inflation is hitting everyone hard -- even Snoop Dogg https://t.co/BgRM0jTsYi
1535676003594518528,2022-06-11 17:31:05+00:00,They were teenage sweethearts. Now he's a single dad planning a funeral. https://t.co/F6uys4BRdw
1535672092284297220,2022-06-11 17:15:32+00:00,Here's everything you need to know about the new US travel policy ⬇️ https://t.co/DoMHQd4nzz
1535666636526600193,2022-06-11 16:53:52+00:00,Galapagos tortoise species was thought to be extinct until a female loner's discovery https://t.co/KP8AsEwzuQ
1535661257088434177,2022-06-11 16:32:29+00:00,"In a video, the singer explained that he has Ramsay Hunt syndrome, which has left him unable to move half of his face and unable to take the stage. https://t.co/A81dp88Uxd"
1535656389636509699,2022-06-11 16:13:09+00:00,Repeating fast radio bursts from space are mysterious. This one is even weirder. https://t.co/j5wu7xjn7n
1535651152976568321,2022-06-11 15:52:20+00:00,"A woman was awarded $5.2 million in a settlement from insurance company GEICO after contracting a sexually transmitted disease from her partner in his vehicle, which was insured by the company, court documents show.  https://t.co/St1E9JTT1L"
1535645402774519812,2022-06-11 15:29:29+00:00,"Pop star Justin Bieber announced his face is partially paralyzed by a viral condition called Ramsay Hunt syndrome, caused by the same virus, varicella-zoster, that causes chicken pox and shingles https://t.co/f7ZGPzTJ4T"
1535640116567351296,2022-06-11 15:08:29+00:00,Repeating fast radio bursts from space are mysterious. This one is even weirder. https://t.co/wXKieeMNX8
1535611478627196930,2022-06-11 13:14:41+00:00,Clarence House refuses to comment on report that Prince Charles finds UK's plan to send migrants to Rwanda 'appalling' https://t.co/MKXPl5A340
1535605789741686784,2022-06-11 12:52:05+00:00,Here's everything you need to know about the new US travel policy ⬇️ https://t.co/aYvnkcPlX7
1535600280464773122,2022-06-11 12:30:11+00:00,"A fund created for the victims of the massacre at a Uvalde, Texas, elementary school has garnered more than $11 million from donations worldwide, city officials said Friday https://t.co/Ndrh1yCI98"
1535594936086806528,2022-06-11 12:08:57+00:00,"Most of the city of Severodonetsk in Luhansk is now controlled by Russian forces as fighting in the street raged on Saturday, according to a Ukrainian official https://t.co/B4h9mpwBvM"
1535583636359155712,2022-06-11 11:24:03+00:00,"""Those who most want to see his downfall are not sitting on their hands,"" writes Luke McGee | Analysis https://t.co/lR2SPYMtbm"
1535575608209678336,2022-06-11 10:52:09+00:00,"France's defense minister said Saturday that the country aimed to rebuild its relationship with Australia, following a failed submarine deal that led to a breakdown of relations between the two countries https://t.co/zFRCRMSkAi"
1535557288940998663,2022-06-11 09:39:21+00:00,Inflation is hitting everyone hard -- even Snoop Dogg https://t.co/nLlgEgNR6e
1535552167091884032,2022-06-11 09:19:00+00:00,"North Korea has named a top nuclear negotiator as the nation's first female foreign minister, state media reported Saturday, amid warnings from the US that Pyongyang is preparing to conduct a nuclear test https://t.co/paEcNTEtQE"
1535546959230017536,2022-06-11 08:58:18+00:00,"US Defense Secretary Lloyd Austin called out China on Saturday for a series of coercive, aggressive and dangerous actions that threaten stability around Asia and vowed the United States would stand by partners to resist any pressure https://t.co/nfCrQFDtp7"
1535541870134280192,2022-06-11 08:38:05+00:00,"Search teams in Brazil found what appear to be human remains near the area where British journalist Dom Phillips and Indigenous affairs expert Bruno Pereira were headed before they went missing, police said Friday https://t.co/OO8oSElypc"
1535534803566706688,2022-06-11 08:10:00+00:00,"Who could replace Boris Johnson?
Britain’s Prime Minister survived the biggest challenge to his leadership. Now his rivals are plotting in private how to replace him. | Analysis by @lukemcgee https://t.co/lJzFTGhfkL"
1535471661495070720,2022-06-11 03:59:06+00:00,"President Biden said the hearings show ""how the battle for the soul of America has been far from won."" https://t.co/Yzyb3BGLLZ"
1535426658357895169,2022-06-11 01:00:16+00:00,"A New Jersey man has pleaded guilty to charges he sold $2.7 million in pesticides he falsely claimed were effective against the coronavirus which causes Covid-19, federal prosecutors said. https://t.co/2hnNGP6mjl"
1535419054097309696,2022-06-11 00:30:03+00:00,The absence of key players in the United States' effort to address migration to the southern border might be a headache for the White House https://t.co/HqiHPZHwYE
1535396449533546496,2022-06-10 23:00:14+00:00,"In a video, the singer explained that he has Ramsay Hunt syndrome, which has left him unable to move half of his face and unable to take the stage. https://t.co/X6CNRb8SjM"
1535392880658944000,2022-06-10 22:46:03+00:00,"A woman was awarded $5.2 million in a settlement from insurance company GEICO after contracting a sexually transmitted disease from her partner in his vehicle, which was insured by the company, court documents show.  https://t.co/bhnSiVsX1l"
1535358685958094849,2022-06-10 20:30:10+00:00,"For the first time, scientists learned to grow humanlike skin on a robotic finger using cells, a new study shows https://t.co/XD0u7N0iDf"
1535351165457686530,2022-06-10 20:00:17+00:00,"What if doctors could just print a kidney, using cells from the patient, instead of having to find a donor match and hope the patient's body doesn't reject the transplanted kidney? https://t.co/saBxdJEpa8"
1535317659809632257,2022-06-10 17:47:09+00:00,"The United Kingdom's controversial plan to send asylum-seekers to Rwanda as early as next week was green-lit on Friday, after the High Court in London denied an injunction to block the first flight. https://t.co/9bYsNdEPv9"
1535310707071365122,2022-06-10 17:19:31+00:00,"Students overpowered a man suspected of stabbing several people at a university in the northwestern German city of Hamm, police said Friday. Four people were injured in the incident, three women and one man, some of them seriously, said police. https://t.co/wlzGpgvls2"
1535298579841040386,2022-06-10 16:31:20+00:00,"The ceremony took place at her home in Thousand Oaks. The pair, who got engaged in September 2021, first met in 2016 when Asghari co-starred with Spears in the video for her single, ""Slumber Party."" This is the singer's third marriage.

https://t.co/OXy5LJDw8E https://t.co/ryMJZOsNQl"
