442, 0.441064, 104, 300
1.06096e-05 9.30429e-05 0.000202954 0.000202954 0.000202954 0.000202954 0.000202954 0.000363231 0.000607729 0.0022974 0.00300312 0.0607438 0.0649684 0.0778605 0.0889027 0.0929369 0.108499 0.112879 0.130978 0.171498 0.244203 0.280004 0.293729 0.298699 0.334439 0.341094 0.345617 0.351454 0.377155 0.395653 0.396142 0.418121 0.470806 0.528591 0.531925 0.534104 0.543162 0.567555 0.573292 0.58588 0.587536 0.612497 0.642601 0.646284 0.6504 0.650967 0.666587 0.672457 0.691461 0.696788 0.701567 0.707718 0.710957 0.720932 0.724448 0.731422 0.739887 0.741632 0.741854 0.754158 0.770205 0.770537 0.786897 0.793695 0.794886 0.799595 0.824088 0.851171 0.853286 0.866364 0.878803 0.88392 0.894775 0.910728 0.912825 0.919058 0.924174 0.924583 0.929998 0.938221 0.941881 0.943793 0.956373 0.957169 0.958087 0.971853 0.972525 0.973568 0.981056 0.984831 0.985479 0.986393 0.989562 0.996639 0.998282 0.99849 0.998972 0.99998 0.999989 1 
