id,created_at,news
1536676967197687809,2022-06-14 11:48:33+00:00,Johnson is desperate. His illegal plan in Northern Ireland is just designed to save himself | David Lammy https://t.co/N1UYQvrBoX
1536674920154939393,2022-06-14 11:40:25+00:00,Burnley announce appointment of Vincent Kompany as new manager https://t.co/MKpNrLdfjM
1536674084389535746,2022-06-14 11:37:06+00:00,"Man’s £100,000 NHS debt wiped as he gets refugee status after 11-year fight https://t.co/UmtMtB4gG3"
1536673555491995650,2022-06-14 11:35:00+00:00,Erling Haaland’s ruthlessness will give Manchester City a new edge | By @BenMcAleer1  https://t.co/HiprUzSkyj
1536673472054796288,2022-06-14 11:34:40+00:00,DUP rebuffs UK appeal to restore power-sharing in Northern Ireland https://t.co/aBPFfbzqIG
1536671991322886144,2022-06-14 11:28:47+00:00,"Demand for new UK homes still outstrips supply, say building firms https://t.co/UOcLnzZNZx"
1536670329862488064,2022-06-14 11:22:11+00:00,Pope Francis says Ukraine war was ‘perhaps somehow provoked’ https://t.co/yijQhScw9y
1536668914939215879,2022-06-14 11:16:33+00:00,"BBC to pay £30,000 to Bangladeshi Labour councillor for identity mix-up https://t.co/20eZtFIak9"
1536666843884277766,2022-06-14 11:08:20+00:00,Erling Haaland’s ruthlessness will give Manchester City a new edge https://t.co/9GO0XfDGVL
1536666841283801092,2022-06-14 11:08:19+00:00,Lauren Hemp urges England teammates to ‘embrace’ Euros selection D-day https://t.co/Vr7HbNqpbh
1536664754705424384,2022-06-14 11:00:02+00:00,"🔜 After a brilliant first show in Leeds, the Football Weekly live tour continues tomorrow night in Birmingham!

@maxrushden and @bglendenning will be joined by @JohnBrewin_ and @_JordanJBryan

📍 @BMusic_Ltd

Book your tickets here ⬇️
https://t.co/Y6bpPaOmhG https://t.co/0cfSMzrD5l"
1536661978868879361,2022-06-14 10:49:00+00:00,Tell us about the best TV you have watched in 2022 so far https://t.co/b98kHoBNYL
1536661527360593922,2022-06-14 10:47:12+00:00,‘Embarrassing’ details of Tories’ record show up in own economic attack dossier https://t.co/Mtj8IQmcPZ
1536661213979062272,2022-06-14 10:45:57+00:00,SNP MP faces two-day suspension over sexual misconduct https://t.co/Chabn078Zb
1536659445287108612,2022-06-14 10:38:56+00:00,‘I could not be part of this crime’: the Russians fighting for Ukraine https://t.co/ksTmOgs2Ik
1536658932856496128,2022-06-14 10:36:53+00:00,Britney Spears’ ex-husband given restraining order after crashing wedding https://t.co/JvxTGoB6sH
1536656229040267270,2022-06-14 10:26:09+00:00,"Trump repeatedly told fraud claims baseless, panel hears | First Thing https://t.co/ggqPtMUyit"
1536654821667000320,2022-06-14 10:20:33+00:00,"Davie Wilson, former Rangers and Scotland winger, dies aged 85 https://t.co/4ak4MQxTqn"
1536654819108192256,2022-06-14 10:20:33+00:00,'One big family': Southgate opposes documentary following players' wives and girlfriends – video https://t.co/PtswQ3jTFW
1536654453146849283,2022-06-14 10:19:05+00:00,The 1977 White House climate memo that should have changed the world https://t.co/x7iQqxWYOu
1536652211631038464,2022-06-14 10:10:11+00:00,The students staging a sit-in for LGBTQ+ rights at a Christian university https://t.co/88v1y6UVah
1536651669789884417,2022-06-14 10:08:02+00:00,Royal Ascot: St James’s Palace Stakes and more on day one – live! https://t.co/3PHiGEmiWm
1536650620584833025,2022-06-14 10:03:52+00:00,Tottenham close to signing Brighton’s Yves Bissouma for about £22.5m https://t.co/T3SnkrOg3T
1536649914431811584,2022-06-14 10:01:03+00:00,Record flooding and mudslides force closure of Yellowstone national park https://t.co/gsu1WIScsf
1536648140287365120,2022-06-14 09:54:00+00:00,"Don’t be complacent, another Covid wave is coming. Here’s how we can manage it | Devi Sridhar https://t.co/vPkuR3DWH6"
1536646472770506754,2022-06-14 09:47:23+00:00,Lenny Henry ‘always surprised’ by lack of black and Asian faces at Glastonbury https://t.co/FxUcZKx49p
1536644694079426567,2022-06-14 09:40:19+00:00,Garland says he is watching January 6 hearings amid pressure to investigate Trump https://t.co/H9JieFfIIp
1536643032862404609,2022-06-14 09:33:43+00:00,This battle is not about the EU or even Northern Ireland – it’s Johnson fighting his own MPs | Katy Balls https://t.co/TZnnJsMIuX
1536641544190664704,2022-06-14 09:27:48+00:00,Tell us: have you ever crowd surfed in older age like 67-year-old Doug James? https://t.co/Kopz5nDGvl
1536639536524034049,2022-06-14 09:19:49+00:00,"County cricket: Somerset v Surrey, Warwickshire v Lancashire and more – live! https://t.co/25flbLUUgb"
1536638781238960129,2022-06-14 09:16:49+00:00,‘My heart races every time I hear a siren’: Grenfell survivors speak out five years on from the tragedy https://t.co/CNjofiMNKV
1536638399343480833,2022-06-14 09:15:18+00:00,"England v New Zealand: second Test, day five – live! https://t.co/AWUqOPyX9t"
1536637277832609796,2022-06-14 09:10:51+00:00,‘This is not hopeless’: the progressive prosecutors who vow not to enforce abortion bans https://t.co/OxZBfCC8B2
1536636582211604480,2022-06-14 09:08:05+00:00,The Bourne Identity at 20: the surprise hit that changed action film-making https://t.co/odh4Luup1h
1536634044829646849,2022-06-14 08:58:00+00:00,Share your stories and pictures of UK Pride over the last 50 years https://t.co/WlB7NXSWfx
1536633346926723073,2022-06-14 08:55:13+00:00,The writer and the activist: how Dom Phillips and Bruno Pereira bonded over the Amazon https://t.co/lU1hR74HP5
1536632657395818503,2022-06-14 08:52:29+00:00,Declassified files reveal British interest in Falkland Islands oil https://t.co/qg7o7mpfB2
1536631220263608321,2022-06-14 08:46:46+00:00,Whitby votes to limit sales of second homes https://t.co/yIFv36rddT
1536630403301265408,2022-06-14 08:43:32+00:00,How to Murder Your Husband writer gets life in prison for husband’s murder https://t.co/4dzQULqiZ7
1536629555498205186,2022-06-14 08:40:09+00:00,Southgate warns England players and families against Netflix documentary https://t.co/UvMuZUlHNn
1536628115555946498,2022-06-14 08:34:26+00:00,Weak UK pay and jobs figures hint at tougher times ahead https://t.co/lH1e4EZqUG
1536627782813466625,2022-06-14 08:33:07+00:00,Whoopi Goldberg joins international backlash over Sydney Morning Herald’s treatment of Rebel Wilson https://t.co/lvKWFcfK5L
1536627045819621377,2022-06-14 08:30:11+00:00,Elon Musk to hold first meeting with Twitter staff since $44bn bid https://t.co/wqwMz3t6Ec
1536625557831663618,2022-06-14 08:24:16+00:00,"Workers face ‘year of pain’ as real wages fall at fastest rate in 20 years – business live
 https://t.co/dEbDA2v3Zv"
1536624081818222592,2022-06-14 08:18:24+00:00,Britney Spears’ ex-husband given restraining order after crashing wedding https://t.co/lXiIObVRlf
1536622724218597377,2022-06-14 08:13:01+00:00,First flight due to leave taking asylum seekers to Rwanda as row continues over policy – UK politics live https://t.co/6vlpSOyqzb
1536622447054684166,2022-06-14 08:11:55+00:00,A Mother’s Fury review – mom goes on the warpath after son dies in frat-house hazing https://t.co/PKjBvLdpXb
1536621071843176449,2022-06-14 08:06:27+00:00,Tui tells customers it has learned from flight delays and cancellations https://t.co/HVsjXLppfP
1536620201512423425,2022-06-14 08:02:59+00:00,"Africa must forgo gas exploration to avert climate disaster, warn experts https://t.co/GlVHYwRIeP"
1536618803311828992,2022-06-14 07:57:26+00:00,‘Great ambition’: Blackburn appoint Jon Dahl Tomasson as head coach https://t.co/KPimmF6hKF
1536616680377417731,2022-06-14 07:49:00+00:00,Tell us about the best TV you have watched in 2022 so far https://t.co/b98kHoTpnl
1536616567701753857,2022-06-14 07:48:33+00:00,"We needed China deal to protect ‘domestic security’, says key Solomon Islands official https://t.co/YVz5ZG2O4g"
1536614673440727040,2022-06-14 07:41:01+00:00,Sacking of Melbourne worker homeschooling children found to be discriminatory https://t.co/e2EPNnYXs8
1536614666419544066,2022-06-14 07:41:00+00:00,Liz Truss says Rwanda flights policy is ‘completely moral’ https://t.co/sASsIerqa8
1536613789285683200,2022-06-14 07:37:30+00:00,The 1977 White House climate memo that should have changed the world https://t.co/L0wozdHIvT
1536609574119145472,2022-06-14 07:20:45+00:00,Sweet as a nut: Hondurans fight drought and poverty with cashews https://t.co/XAOETiVF6D
1536607512375574528,2022-06-14 07:12:34+00:00,Lenny Henry ‘always surprised’ by lack of black and Asian faces at Glastonbury https://t.co/vQ9Pi6zEtU
1536605049551564801,2022-06-14 07:02:47+00:00,Why is Starbucks’ union drive speeding ahead while Amazon’s founders? https://t.co/v2FVHgWyZl
1536604008525271041,2022-06-14 06:58:39+00:00,UK pay falls at fastest rate for more than a decade https://t.co/qVpYVORWAJ
1536603186127052801,2022-06-14 06:55:22+00:00,The Bourne Identity at 20: the surprise hit that changed action film-making https://t.co/qp2jJrRDZ4
1536598941906739200,2022-06-14 06:38:31+00:00,UK unemployment rate rises and real regular pay falls; markets in turmoil – business live https://t.co/xgrhyBRcCS
1536598658904375296,2022-06-14 06:37:23+00:00,Lapvona by Ottessa Moshfegh review – a carnival of the grotesque https://t.co/2kQWvQdP9r
1536596755780878336,2022-06-14 06:29:49+00:00,"For haemophiliacs, most of the world is still living in the dark ages https://t.co/lgJm5O83fD"
1536595172888297472,2022-06-14 06:23:32+00:00,Passport Office charged £588 – but we got nothing as a result https://t.co/CHjTvINKPi
1536593109655642112,2022-06-14 06:15:20+00:00,Declassified files reveal British interest in Falkland Islands oil https://t.co/SyWNQCg9uJ
1536592059984904192,2022-06-14 06:11:10+00:00,"Rundown NHS hospitals have become a danger to patients, warn health chiefs https://t.co/9VB5YOPgLj"
1536589986824437760,2022-06-14 06:02:55+00:00,Improved mental health for children who play well with peers by age three https://t.co/izkVWv8iFe
1536588222578434048,2022-06-14 05:55:55+00:00,Researchers use whale photo archive to help protect important WA calving site https://t.co/cY9rNb2pO8
1536586247572971520,2022-06-14 05:48:04+00:00,South Korea truckers’ strike threatens to disrupt computer chip production https://t.co/QsrPdFGthj
1536583605102727168,2022-06-14 05:37:34+00:00,TV tonight: an uplifting look at some of the lives touched by Grenfell https://t.co/VbqaATesd3
1536581802286100480,2022-06-14 05:30:24+00:00,The cartoon where it happens: Lin-Manuel Miranda guest stars as horse in new Bluey episode https://t.co/rwaNfuTPzn
1536579241512517632,2022-06-14 05:20:14+00:00,Search for clues as bodies of hundreds of little blue penguins wash ashore in New Zealand https://t.co/exyzi2CaQy
1536572625291444225,2022-06-14 04:53:56+00:00,How much does smoking damage our mental health? https://t.co/LnfdUqGkSL
